"id_notice","real_words_strongs_in_notice","real_words_strongs_in_notice_number_appear","fake_words_strongs_in_notice","fake_words_strongs_in_notice_number_appear","notice_strong_words_real_total","notice_strong_words_fake_total","notice_strong_words_total","classe_notice"
233,"['adotada', 'apreensao', 'augusto', 'celso', 'celso', 'consequencia', 'constituicao', 'estabilidad', 'gabinet', 'heleno', 'heleno', 'heleno', 'justicar', 'mello', 'mello', 'ministrar', 'ministrar', 'previsto', 'regrar', 'republico', 'supremo']","[1, 1, 1, 2, 2, 1, 1, 1, 1, 3, 3, 3, 1, 2, 2, 2, 2, 1, 1, 1, 1]","[]","[]",21,0,21,1
234,"['antecipar', 'converso', 'converso', 'opcao', 'opcao', 'opcao', 'opcao', 'recurso']","[1, 2, 2, 4, 4, 4, 4, 1]","['selecionar', 'versao']","[1, 1]",8,2,10,1
235,"['afetado', 'contabilizar', 'estatistico', 'infectar', 'observar', 'ritmar', 'saudar', 'tendencia']","[1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",8,0,8,1
240,"['anvisa', 'anvisa', 'anvisa', 'anvisa', 'integrant', 'obtido', 'parceria', 'prazo', 'prazo', 'reuniao', 'reuniao', 'reuter', 'vigilancia']","[4, 4, 4, 4, 1, 1, 1, 2, 2, 2, 2, 1, 1]","[]","[]",13,0,13,1
242,"['anteontem', 'anteontem', 'crescimento', 'crescimento', 'decorrencia', 'ritmar', 'ritmar']","[2, 2, 2, 2, 1, 2, 2]","[]","[]",7,0,7,1
245,"['anuncio', 'atrasar', 'avancar', 'decisao', 'extensao', 'extensao', 'preocupacao', 'prorrogacao', 'prorrogar', 'quarentenar', 'quarentenar', 'recordar', 'regiao', 'respectivament', 'superar']","[1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1]","['equador']","[1]",15,1,16,1
247,"['condenacao', 'condenacao', 'decorrent', 'deflagrar', 'exgovernador', 'fase', 'gabinet', 'integrant', 'jorg', 'justicar', 'pagamento', 'ribeiro', 'substituto', 'varar']","[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['fraudar']","[1]",14,1,15,1
248,"['autoridad', 'concreto', 'estatistico', 'eventualment', 'kassio', 'magistrado', 'orientacao', 'prever', 'punicao', 'sabatino', 'situacao', 'supremo']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['abusar']","[1]",12,1,13,1
251,"['cupula', 'integro']","[1, 1]","[]","[]",2,0,2,1
252,"['comissao', 'competicao', 'elaborar', 'elaborar', 'estagio', 'isolar', 'necessidad', 'parceria', 'realizacao', 'realizacao', 'realizacao', 'realizacao', 'regrar']","[1, 1, 2, 2, 1, 1, 1, 1, 4, 4, 4, 4, 1]","['basto', 'basto', 'circular']","[2, 2, 1]",13,3,16,1
253,"['profissionai', 'profissionai', 'semestr']","[2, 2, 1]","[]","[]",3,0,3,1
254,"['assistencia']","[1]","[]","[]",1,0,1,1
256,"['chefiar', 'sudest', 'transmissao']","[1, 1, 1]","[]","[]",3,0,3,1
258,"['atuam', 'desenvolvimento', 'destinar', 'escalar', 'extensao', 'extensao', 'materiaprima', 'necessario', 'saudar', 'universitario']","[1, 1, 1, 1, 2, 2, 1, 1, 1, 1]","[]","[]",10,0,10,1
259,"['argumentar', 'arrecadacao', 'arrecadacao', 'economia', 'gued', 'gued', 'ministrar', 'reuter']","[1, 2, 2, 1, 2, 2, 1, 1]","['checar']","[1]",8,1,9,1
260,"['carat', 'dificuldad', 'diplomata', 'esperancar', 'logistico', 'significativo']","[1, 1, 1, 1, 1, 1]","[]","[]",6,0,6,1
261,"['client', 'fase', 'jantar', 'relaxamento', 'suspenso']","[1, 1, 1, 1, 1]","['parir', 'parir']","[2, 2]",5,2,7,1
262,"['necessario', 'recurso', 'respostar']","[1, 1, 1]","[]","[]",3,0,3,1
263,"['benjamin', 'benjamin', 'carla', 'carla', 'carla', 'enfermagem', 'intensivo', 'intensivo', 'intensivo', 'internar', 'periodo', 'superar', 'universitario']","[2, 2, 3, 3, 3, 1, 3, 3, 3, 1, 1, 1, 1]","[]","[]",13,0,13,1
264,"['argumentar', 'atuacao', 'bastidor', 'celso', 'decisao', 'enfatizar', 'julgamento', 'julgamento', 'kassio', 'kassio', 'kassio', 'kassio', 'magistrado', 'mello', 'regiao', 'republico', 'supremo', 'varar']","[1, 1, 1, 1, 1, 1, 2, 2, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1]","[]","[]",18,0,18,1
267,"['araujo', 'confederacao', 'confederacao', 'realizacao', 'reuter', 'tornear']","[1, 2, 2, 1, 1, 1]","[]","[]",6,0,6,1
268,"['atrair', 'californio', 'californio', 'californio', 'visitant']","[1, 3, 3, 3, 1]","['bandeiro', 'protestar']","[1, 1]",5,2,7,1
269,"['araujo', 'associacao', 'inicialment', 'periodo', 'preocupacao', 'renata', 'saudar']","[1, 1, 1, 1, 1, 1, 1]","['enderecar']","[1]",7,1,8,1
271,"['concedido', 'condicao', 'gued', 'gued', 'impacto', 'proposto', 'recurso', 'recurso', 'republico', 'revisar', 'revisar', 'taxar', 'transferencia']","[1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 1, 1]","['manchet']","[1]",13,1,14,1
273,"['acompanhamento', 'acompanhamento', 'ambito', 'ambito', 'apurar', 'biliao', 'comparacao', 'decisao', 'distrito', 'economia', 'enfrentamento', 'especialment', 'importancia', 'importancia', 'necessidad', 'recurso', 'regiao', 'saudar', 'saudar', 'saudar', 'saudar', 'saudar', 'saudar', 'saudar', 'variacao']","[2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 7, 7, 7, 7, 7, 7, 7, 1]","['usuario', 'verificar']","[1, 1]",25,2,27,1
276,"['elaborar', 'estagio', 'exministro', 'exministro', 'interino', 'ministrar', 'nelson', 'pastar', 'pastar', 'pastar', 'saudar', 'saudar', 'teich']","[1, 1, 2, 2, 1, 1, 1, 3, 3, 3, 2, 2, 1]","[]","[]",13,0,13,1
277,"['conjuntar', 'crise', 'definitivo', 'esforco', 'infancia', 'inicialment', 'precedent', 'privar', 'propagacao', 'regiao', 'situacao']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",11,0,11,1
281,"['aurelio', 'internar', 'liderar', 'magistrado', 'mello', 'ministrar', 'ministrar']","[1, 1, 1, 1, 1, 2, 2]","['acidentar', 'acidentar']","[2, 2]",7,2,9,1
282,"['consequencia', 'imunizacao', 'prioritario', 'ricardo']","[1, 1, 1, 1]","[]","[]",4,0,4,1
286,"['domingo']","[1]","[]","[]",1,0,1,1
287,"['autoridad', 'comprometido', 'domingo', 'sabado']","[1, 1, 1, 1]","[]","[]",4,0,4,1
288,"['capitar', 'integro', 'ribeiro', 'situacao']","[1, 1, 1, 1]","[]","[]",4,0,4,1
289,"['hospitalizacao', 'impactar', 'imunizacao', 'internacao', 'internacao', 'necessidad', 'observar', 'periodo', 'positivar', 'reforcar', 'respiratorio', 'saudar', 'vulneravel']","[1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",13,0,13,1
290,"['adulto', 'autonomia', 'autonomia', 'autorizacao', 'carat', 'cenario', 'contemplar', 'decorrencia', 'demandar', 'enfrentamento', 'enfrentamento', 'infraestrutura', 'necessario', 'necessario', 'recurso', 'saudar', 'saudar', 'saudar', 'saudar', 'saudar', 'temporario']","[1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 5, 5, 5, 5, 5, 1]","[]","[]",21,0,21,1
292,"['autoridad', 'contabilizar', 'flexibilizacao', 'merkel', 'propagacao', 'prorrogar', 'restritivo', 'reuniao', 'rotina', 'superar']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",10,0,10,1
293,"['complicacao', 'intenso', 'internar', 'risco']","[1, 1, 1, 1]","[]","[]",4,0,4,1
295,"['imunizacao', 'painel', 'painel', 'painel', 'saudar', 'saudar']","[1, 3, 3, 3, 2, 2]","[]","[]",6,0,6,1
296,"['articulacao', 'edson', 'escalar', 'gorinchteyn', 'implementar', 'iniciativo', 'oficio', 'planar', 'preocupacao', 'saudar', 'saudar', 'saudar']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3]","[]","[]",12,0,12,1
298,"['alvorar', 'aprovacao', 'atuacao', 'converso', 'crise', 'desempenhar', 'enfrentamento', 'negativar', 'palacio', 'patamar', 'quedo', 'republico', 'republico']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[]","[]",13,0,13,1
301,"['adotada', 'balancar', 'decorrencia', 'prever', 'quarentenar', 'restritivo']","[1, 1, 1, 1, 1, 1]","[]","[]",6,0,6,1
303,"['barroso', 'congresso', 'converso', 'converso', 'jorg', 'pacheco', 'republico', 'supremo', 'supremo', 'supremo']","[1, 1, 2, 2, 1, 1, 1, 3, 3, 3]","['lixar']","[1]",10,1,11,1
304,"['anvisa', 'avancar', 'avancar', 'boletim', 'boletim', 'calculo', 'circulacao', 'companhia', 'consecutivo', 'consorcio', 'decisao', 'decisao', 'desenvolvido', 'desenvolvimento', 'desgast', 'domingo', 'entregu', 'enxergar', 'escassez', 'esforco', 'estabilidad', 'estatistico', 'expansao', 'folhar', 'gripezinha', 'hospitalizacao', 'infectar', 'iniciativo', 'instituto', 'instituto', 'levantamento', 'levantamento', 'minimizar', 'ministrar', 'ministrar', 'ministrar', 'notificar', 'oficio', 'palacio', 'parceria', 'parceria', 'pastar', 'planalto', 'plantao', 'previsto', 'quedo', 'realizacao', 'realizacao', 'realizacao', 'recordar', 'recurso', 'ribeiro', 'saudar', 'saudar', 'saudar', 'saudar', 'saudar', 'saudar', 'spaulo', 'sputnik', 'sputnik', 'tendencia', 'tendencia', 'transmissao', 'trimestr', 'vigilancia', 'vulneravel']","[1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 3, 3, 3, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 3, 3, 3, 1, 1, 1, 6, 6, 6, 6, 6, 6, 1, 2, 2, 2, 2, 1, 1, 1, 1]","['tampouco']","[1]",67,1,68,1
305,"['congresso', 'congresso', 'constituicao', 'constituicao', 'domingo', 'inicialment', 'integro', 'obtido', 'republico', 'supremo', 'supremo']","[2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2]","[]","[]",11,0,11,1
306,"['adotada', 'autoridad', 'autoridad', 'infectar', 'internar', 'passageiro', 'positivar', 'precaucao', 'quarentenar', 'sabado']","[1, 2, 2, 1, 1, 1, 1, 1, 1, 1]","['incendio', 'interaco', 'padrar', 'padrar']","[1, 1, 2, 2]",10,4,14,1
307,"['destacar', 'divergencia', 'escalar', 'hospitalizar', 'nelson', 'pastar', 'saudar', 'saudar', 'teich']","[1, 1, 1, 1, 1, 1, 2, 2, 1]","[]","[]",9,0,9,1
309,"['exercicio', 'saudar']","[1, 1]","[]","[]",2,0,2,1
311,"['enfrentamento', 'enfrentamento', 'pastar', 'periodo', 'reforcar', 'saudar', 'saudar', 'saudar', 'saudar', 'saudar']","[2, 2, 1, 1, 1, 5, 5, 5, 5, 5]","['ganhar']","[1]",10,1,11,1
312,"['adversario', 'bancada', 'comportamento', 'legislativo', 'opcao', 'pacheco', 'planalto', 'respostar', 'sessao']","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",9,0,9,1
314,"['desenvolvimento', 'desenvolvimento', 'destacar', 'destinar', 'economia', 'emprestimo', 'emprestimo', 'importancia', 'recurso', 'resolucao']","[2, 2, 1, 1, 1, 2, 2, 1, 1, 1]","[]","[]",10,0,10,1
317,"['empatar', 'exprefeito', 'prazo', 'respectivament', 'totalizar']","[1, 1, 1, 1, 1]","[]","[]",5,0,5,1
318,"['comparacao', 'consorcio', 'estabilidad', 'obtido', 'roraima', 'saudar', 'variacao']","[1, 1, 1, 1, 1, 1, 1]","[]","[]",7,0,7,1
320,"['afetado', 'autoridad', 'balancar', 'coreia', 'epicentro', 'habitant', 'hubei', 'hubei', 'infectar', 'kong', 'mexico', 'provincia', 'provincia', 'saudar', 'saudar', 'subir', 'suspeito']","[1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1]","[]","[]",17,0,17,1
321,"['articulacao', 'crise', 'desafio', 'desenvolvimento', 'desigualdad', 'dosar', 'estrategico', 'igualitario', 'insuficient', 'intenso', 'saudar', 'superar']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['sequer']","[1]",12,1,13,1
322,"['metropolitano', 'preventivo', 'propagacao', 'quarentenar', 'regiao']","[1, 1, 1, 1, 1]","[]","[]",5,0,5,1
324,"['anvisa', 'desigu', 'destacar', 'vigilancia']","[1, 1, 1, 1]","[]","[]",4,0,4,1
325,"['boletim', 'corpu', 'mexico', 'quilometro', 'regiao', 'sigla', 'sudest', 'temporada']","[1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",8,0,8,1
326,"['abordagem', 'externo']","[1, 1]","['enganoso', 'imagem', 'manipular']","[1, 1, 1]",2,3,5,1
328,"[]","[]","[]","[]",0,0,0,1
329,"['anvisa', 'crise', 'decisao', 'enfrentamento', 'epidemiar', 'fundamentar', 'manutencao', 'movimentacao', 'mudanca', 'provisorio', 'provisorio', 'saudar', 'surtir', 'suspensao', 'vigilancia', 'voo', 'voo', 'wilson', 'witzel']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1]","[]","[]",19,0,19,1
330,"['exigencia', 'imunizacao', 'integro', 'mudanca', 'pratico', 'previsto', 'prioritario', 'saudar']","[1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",8,0,8,1
332,"['alerj', 'desempenhar', 'desvio', 'esquema', 'esquema', 'flavio', 'gabinet', 'gabinet', 'inquerito', 'legislativo', 'oficio', 'pagamento', 'rachadinha', 'republicanosrj', 'servidor']","[1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1]","[]","[]",15,0,15,1
334,"['conjuntar', 'parceria', 'parceria', 'parceria', 'parceria', 'parceria', 'quarentenar']","[1, 5, 5, 5, 5, 5, 1]","['gravacao']","[1]",7,1,8,1
343,"['aplicacao', 'aplicacao', 'aplicacao', 'aplicacao', 'aplicacao', 'capitar', 'dosar', 'dosar', 'dosar', 'dosar', 'dosar', 'saudar', 'suspenso', 'suspenso']","[5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 1, 2, 2]","[]","[]",14,0,14,1
349,"['apurar', 'arrecadacao', 'arrecadacao', 'biliao', 'biliao', 'biliao', 'desempenhar', 'periodo', 'periodo', 'quedo', 'recuar', 'reuter', 'reuter', 'semestr']","[1, 2, 2, 3, 3, 3, 1, 2, 2, 1, 1, 2, 2, 1]","[]","[]",14,0,14,1
352,"['benjamin', 'companhia', 'companhia', 'companhia', 'demanda', 'epidemia', 'equipamento', 'expectativa', 'milho', 'reuter']","[1, 3, 3, 3, 1, 1, 1, 1, 1, 1]","[]","[]",10,0,10,1
354,"['congresso', 'congresso', 'contrato', 'decisao', 'discussao', 'flexibilizacao', 'flexibilizacao', 'ministrar', 'possibilidad', 'prever', 'reuter', 'saudar']","[2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1]","[]","[]",12,0,12,1
356,"['autoridad', 'deteccao', 'dinamarca', 'mutacao', 'mutacao', 'mutacao', 'saudar']","[1, 1, 1, 3, 3, 3, 1]","['pelar', 'versao', 'versao']","[1, 2, 2]",7,3,10,1
358,"['comportamento', 'justicar']","[1, 1]","['menino', 'menino', 'soltar', 'trafico', 'trafico']","[2, 2, 1, 2, 2]",2,5,7,1
364,"['benjamin', 'benjamin', 'cnj', 'entendimento', 'entendimento', 'federar', 'humberto', 'jorg', 'justicar', 'justicar', 'justicar', 'martim', 'ministrar', 'ministrar', 'ministrar', 'ministrar', 'presidir', 'processo', 'recurso', 'sessao', 'sessao']","[2, 2, 1, 2, 2, 1, 1, 1, 3, 3, 3, 1, 4, 4, 4, 4, 1, 1, 1, 2, 2]","[]","[]",21,0,21,1
365,"['autoridad', 'autoridad', 'ideologico', 'periferia', 'reuniao']","[2, 2, 1, 1, 1]","['parir']","[1]",5,1,6,1
366,"['autoridad', 'colombio', 'intensivo', 'intervalar', 'pastar', 'recordar', 'reportar', 'saudar', 'subir', 'taxar']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",10,0,10,1
367,"['domingo', 'infectar', 'privar', 'saudar', 'saudar', 'saudar', 'suspeito']","[1, 1, 1, 3, 3, 3, 1]","[]","[]",7,0,7,1
371,"['assintomatico', 'balancar', 'contabilizar', 'coreia', 'epidemiar', 'epidemiar', 'instituto', 'intensivo', 'internar', 'regiao', 'regiao', 'sabado', 'saudar']","[1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1]","[]","[]",13,0,13,1
374,"['barroso', 'capitar', 'colegiado', 'colegiado', 'comissao', 'demmg', 'exprefeito', 'instalacao', 'ministrar', 'pacheco', 'possibilidad', 'posturar', 'recurso', 'requerimento', 'reuniao', 'supremo', 'suspeito']","[1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['bandeiro']","[1]",17,1,18,1
381,"['adotada', 'epidemiar', 'expressar', 'gabinet', 'minoria', 'necessidad', 'respostar', 'saudar', 'saudar', 'situacao', 'universitario']","[1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1]","['supostament']","[1]",11,1,12,1
383,"['atrasar', 'atuam', 'avancar', 'calculo', 'congresso', 'crescimento', 'decisao', 'economia', 'infectar', 'normalidad', 'pagamento', 'prorrogar', 'quarentenar', 'recurso', 'saudar', 'situacao']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",16,0,16,1
385,"['alerj', 'congresso', 'fabricio', 'flavio', 'gabinet', 'integro', 'oliveira', 'parcelar', 'queiroz', 'revogar']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",10,0,10,1
386,"['balancar', 'hospitalizar', 'hospitalizar', 'intensivo', 'regiao', 'regiao', 'saudar', 'subir', 'totalizar']","[1, 2, 2, 1, 2, 2, 1, 1, 1]","[]","[]",9,0,9,1
388,"['afp', 'afp', 'observar', 'suspenso']","[2, 2, 1, 1]","[]","[]",4,0,4,1
391,"['amplo', 'autoridad', 'domingo', 'imunizacao', 'primeiroministro', 'suprimento']","[1, 1, 1, 1, 1, 1]","[]","[]",6,0,6,1
392,"['aprovacao', 'aurelio', 'concedido', 'decisao', 'entendimento', 'mello', 'ministrar', 'mudanca', 'punicao', 'regrar', 'supremo', 'supremo', 'suspenso', 'turma', 'turma']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2]","['faccao', 'soltura']","[1, 1]",15,2,17,1
393,"['acumular', 'crescimento', 'economia', 'estatistico', 'geografia', 'ibg', 'ibg', 'ibg', 'instituto', 'patamar', 'quedo', 'quedo', 'recordar', 'recuperacao', 'recuperacao', 'ritmar']","[1, 1, 1, 1, 1, 3, 3, 3, 1, 1, 2, 2, 1, 2, 2, 1]","['disseminar', 'tampouco']","[1, 1]",16,2,18,1
396,"['decisao', 'processo', 'processo', 'sociai']","[1, 2, 2, 1]","[]","[]",4,0,4,1
397,"['colleg', 'impactar', 'lancamento', 'minimizar', 'observacao']","[1, 1, 1, 1, 1]","['imagem', 'imagem', 'imagem']","[3, 3, 3]",5,3,8,1
398,"['carla', 'desafiar', 'epidemiar', 'estrategico', 'indicador', 'interino', 'ministrar', 'oficialment', 'pslsp', 'recurso', 'reuniao', 'saudar', 'saudar', 'zambelli', 'zambelli']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","['auditoria']","[1]",15,1,16,1
402,"['decisao', 'inquerito', 'justificativo', 'legislativo', 'pslsp', 'reafirmar', 'supremo', 'suspenso', 'suspenso', 'suspenso']","[1, 1, 1, 1, 1, 1, 1, 3, 3, 3]","['expulsar', 'mentiroso']","[1, 1]",10,2,12,1
404,"['fase', 'fase', 'fase', 'fase', 'marilia', 'planar', 'planar', 'planar', 'regiao', 'regiao', 'restritivo', 'sorocaba']","[4, 4, 4, 4, 1, 3, 3, 3, 2, 2, 1, 1]","[]","[]",12,0,12,1
406,"['autorizacao', 'deslocamento', 'deslocamento', 'deslocamento', 'epicentro', 'epidemiar', 'necessidad', 'necessidad', 'reforcar']","[1, 3, 3, 3, 1, 1, 2, 2, 1]","[]","[]",9,0,9,1
408,"['folhar', 'integro', 'painel', 'suportar']","[1, 1, 1, 1]","[]","[]",4,0,4,1
409,"['infectar', 'saudar', 'surtir']","[1, 1, 1]","['soltar']","[1]",3,1,4,1
411,"['enfrentamento', 'exercicio', 'exercicio', 'habito', 'hospitalizacao', 'intensivo', 'internacao', 'internacao', 'internar', 'necessidad', 'pratico', 'reducao', 'ventilacao']","[1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1]","[]","[]",13,0,13,1
413,"['amplo', 'biliao', 'conjunto', 'decisao', 'desempenhar', 'favorito', 'impactar', 'implementacao', 'infraestrutura', 'interferencia', 'justicar', 'pratico', 'sigla', 'temporario']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['protestar', 'protestar']","[2, 2]",14,2,16,1
418,"['administrativo', 'aglomeracao', 'aglomeracao', 'aglomeracao', 'amplo', 'autoridad', 'constituicao', 'demandar', 'economia', 'fabricio', 'fundacao', 'higienizacao', 'improbidad', 'jurista', 'minimizar', 'orientacao', 'orientacao', 'possibilidad', 'prever', 'prever', 'provisorio', 'respostar', 'sancao', 'saudar', 'saudar', 'varga']","[1, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 2, 2, 1]","[]","[]",26,0,26,1
422,"['aprovacao', 'arthur', 'determinacao', 'lira', 'mudanca', 'plenario', 'ppal', 'prever', 'pslrj', 'requerimento', 'resolucao', 'ribeiro', 'silveiro', 'supremo', 'tramitar']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",15,0,15,1
425,"['aplicacao', 'desenvolvido', 'dosar', 'folhar', 'instituto', 'internacao', 'minimizar', 'necessidad', 'parceria', 'reafirmar', 'spaulo']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",11,0,11,1
427,"['integro', 'ministrar', 'saudar', 'saudar']","[1, 1, 2, 2]","[]","[]",4,0,4,1
430,"['ambientar', 'colegiado', 'crise', 'depressao', 'economia', 'economia', 'economia', 'externo', 'indicador', 'monetario', 'possibilidad', 'recuperacao', 'recuperacao', 'trimestr']","[1, 1, 1, 1, 3, 3, 3, 1, 1, 1, 1, 2, 2, 1]","[]","[]",14,0,14,1
432,"['complicacao']","[1]","['amigar', 'amigar']","[2, 2]",1,2,3,1
433,"['antonio', 'associacao', 'circulacao', 'circulacao', 'circulacao', 'cometido', 'distrito', 'infraestrutura', 'ministrar', 'passageiro', 'passageiro', 'passageiro', 'regrar', 'suspenso', 'velocidad']","[1, 1, 3, 3, 3, 1, 1, 1, 1, 3, 3, 3, 1, 1, 1]","['compartilhar', 'imagem', 'imagem', 'motorista']","[1, 2, 2, 1]",15,4,19,1
434,"['almeida', 'atendido', 'condenacao', 'constatar', 'investigacao', 'irregularidad', 'justicar', 'justicar', 'justicar', 'pagamento', 'pagamento', 'pastar', 'pratico', 'reclamacao', 'saudar', 'saudar', 'saudar', 'saudar', 'saudar']","[1, 1, 1, 1, 1, 1, 3, 3, 3, 2, 2, 1, 1, 1, 5, 5, 5, 5, 5]","[]","[]",19,0,19,1
437,"['boletim', 'bruto', 'crescimento', 'economia', 'economia', 'expectativa', 'pib', 'pib', 'prever', 'previsao', 'projecao']","[1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1]","[]","[]",11,0,11,1
439,"['anuncio', 'bruto', 'congresso', 'crescimento', 'destacar', 'dificuldad', 'economia', 'expectativa', 'gued', 'internar', 'minimizar', 'negativar', 'pib', 'positivar', 'prorrogacao', 'quedo', 'reuniao', 'reuniao', 'trimestr']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1]","[]","[]",19,0,19,1
440,"['atuacao', 'calheiro', 'comissao', 'comissao', 'enfrentamento', 'inquerito', 'mdbal', 'ministrar', 'ministrar', 'ministrar', 'queiroga', 'queiroga', 'recurso', 'saudar', 'saudar']","[1, 1, 2, 2, 1, 1, 1, 3, 3, 3, 2, 2, 1, 2, 2]","[]","[]",15,0,15,1
441,"['assistencia', 'condicao', 'distant', 'henriqu', 'parceiro', 'privar', 'queixar', 'recurso', 'universitario']","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",9,0,9,1
442,"['adiamento', 'alternativo', 'ministrar', 'ministrar', 'previsao', 'proposto', 'transmissao']","[1, 1, 2, 2, 1, 1, 1]","['inscricao']","[1]",7,1,8,1
444,"['consenso', 'fabricio', 'necessidad', 'queiroz', 'sabado', 'situacao']","[1, 1, 1, 1, 1, 1]","[]","[]",6,0,6,1
448,"['anteriorment', 'autoridad', 'californio', 'client', 'interrupcao', 'journal', 'planar', 'plano', 'possibilidad', 'reabertura', 'reabertura', 'reabrir', 'reportar', 'revisar', 'salao', 'salao', 'suspensao']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1]","[]","[]",17,0,17,1
449,"['conduta', 'exministro', 'internar', 'punicao', 'regulamentar', 'regulamentar', 'saudar', 'subir']","[1, 1, 1, 1, 2, 2, 1, 1]","[]","[]",8,0,8,1
450,"['anuncio', 'fundacao', 'instalacao', 'integro', 'ministrar', 'oswaldo', 'previsao', 'queiroga', 'saudar']","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",9,0,9,1
451,"['cirurgico', 'folhar', 'opcao']","[1, 1, 1]","['imagem']","[1]",3,1,4,1
453,"['alternativo', 'cilindro', 'circulacao', 'equipamento', 'impulsionar', 'saudar', 'ventilacao', 'ventilacao', 'ventilacao', 'ventilacao']","[1, 1, 1, 1, 1, 1, 4, 4, 4, 4]","[]","[]",10,0,10,1
454,"['autoridad', 'autoridad', 'colombio', 'notificar', 'quarentenar', 'revisar', 'viajant', 'visitant']","[2, 2, 1, 1, 1, 1, 1, 1]","[]","[]",8,0,8,1
456,"['adversario', 'convencao', 'defendido', 'juro', 'periferia', 'privar', 'privar', 'proposto', 'proposto', 'recurso', 'sabado']","[1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1]","['bandeiro']","[1]",11,1,12,1
460,"['michael', 'posicionamento', 'primeiroministro', 'prioridad', 'reconhecimento', 'reconhecimento', 'reconhecimento']","[1, 1, 1, 1, 3, 3, 3]","['compartilhar']","[1]",7,1,8,1
461,"['apoio', 'quatro', 'risco', 'sabado', 'tambem']","[1, 1, 1, 1, 1]","[]","[]",5,0,5,1
